mql_id,origin,business_segment,lead_type,lead_behaviour_profile,business_type,won_date
ab1417ecaf41d8fb741fade9be0b8ab1,social,household_utilities,online_medium,wolf,reseller,
d6137197f40a5b7916e5e9cbbbab739e,organic_search,car_accessories,online_medium,cat,reseller,
bd0027406f48f714d12dc1de747133cf,organic_search,food_supplement,offline,,reseller,
9b6edcffd428da99ae60cc01049a8403,unknown,bed_bath_table,online_big,cat,reseller,
d6140c51d9f0507b9a747e63e335be7d,organic_search,audio_video_electronics,industry,cat,reseller,
7f12bc8cffb170e083ea5c5296272b97,paid_search,audio_video_electronics,online_beginner,cat,reseller,
d9734d3817f40bb704b7cc4984ec39b0,organic_search,household_utilities,online_medium,wolf,reseller,
8f24f9bb371471be344cdb6fbcd99688,organic_search,home_decor,online_beginner,,manufacturer,
1bd7d4eac464cde6f86349cbe0d61385,organic_search,pet,offline,cat,reseller,
a85d745228d0257adc11fd790a31cee5,social,health_beauty,online_small,cat,reseller,
bc18cd01dacdd62719e6b4d59248c5e1,organic_search,sports_leisure,online_big,eagle,reseller,
d1d35acfd20d413bbda1eae8e208f0b5,paid_search,household_utilities,online_medium,,reseller,
48a8b46e7ea342b913b50c7087f78162,organic_search,audio_video_electronics,industry,cat,manufacturer,
30c5ba4650eee4a5550cdfa16fb4f195,paid_search,home_decor,online_big,,reseller,
60a7799873854c9ccd549ec39c8efddf,organic_search,home_appliances,online_medium,,reseller,
428a96d781ccb96d757bbf82f8242d95,paid_search,health_beauty,online_medium,,manufacturer,
21c55cb2ff8f7ce34b89f7cc8cf71d9f,paid_search,health_beauty,online_big,wolf,reseller,
4952d2ac78b534c78d7a21c60a236e4c,unknown,audio_video_electronics,online_small,,reseller,
d90b1c32b55f731e8a2072bfad782fdd,paid_search,books,online_medium,wolf,reseller,
6dfdc6a7e91f5d20a16c956c33974ca5,organic_search,home_decor,online_big,cat,reseller,
ffdd99e05df27c02a2fb1669d49e0c76,organic_search,sports_leisure,online_medium,eagle,reseller,
e73b38ff519142fdc3723ddf4a3a5825,unknown,construction_tools_house_garden,online_medium,,manufacturer,
eea8870139b7780b13870d4299006da2,organic_search,car_accessories,online_medium,cat,reseller,
271a299f0893b2173e77162c5c768b89,paid_search,health_beauty,online_big,cat,reseller,
1b061b1cec6b5898e5326992d9461610,organic_search,household_utilities,online_big,cat,reseller,
c028b7dd285d13e19ff7a4cabf8bf700,unknown,health_beauty,online_medium,,reseller,
90513943523077ad07582e989457ccec,organic_search,home_decor,industry,cat,reseller,
080cc5a4ec71a747e260e274bdb13b64,paid_search,construction_tools_house_garden,online_big,cat,reseller,
3f2a136272ab1bc4ee09e0695becffd1,social,food_drink,online_beginner,wolf,manufacturer,
a4fa73f413400524fef474c93faa5e02,paid_search,health_beauty,offline,,reseller,
bd503b6e91ef50d1c4c169476158e8eb,social,phone_mobile,industry,eagle,reseller,
f6127362ba4727c54d742b7ab1ae7c1c,paid_search,music_instruments,online_medium,wolf,reseller,
2448225d3dfa0dc52632c746aa76b66e,unknown,construction_tools_house_garden,online_medium,eagle,reseller,
f49a02e0f135ae9f2bcf60f55bcd0174,organic_search,audio_video_electronics,online_medium,cat,reseller,
c36d210f50e7ef3103da68ab61efd093,unknown,small_appliances,online_big,eagle,reseller,
384b5bdbe32117213b87f8f5e0604be4,unknown,car_accessories,online_beginner,cat,reseller,
6c465ed53d17739467c95fe414d8e056,referral,sports_leisure,online_small,cat,manufacturer,
f74b25a7dc1504cf5a3b964a990266ff,organic_search,baby,online_big,cat,reseller,
57e65b6fc1f2e47c402deeee25bba1aa,social,baby,online_small,,reseller,
107fce5988735e531cae0da812db9a62,other,jewerly,online_small,cat,reseller,
e903c166f2335f821f495e4419b4821b,organic_search,audio_video_electronics,online_big,cat,reseller,
e430deb739cc669ad740c421931bc8f8,direct_traffic,books,industry,wolf,reseller,
2b736f73615495dbfc8c911ef6378747,referral,home_decor,online_medium,,manufacturer,
cd9e8a4a222eb86428130d42fc684ca5,organic_search,household_utilities,online_medium,cat,manufacturer,
d8de81eff6dfe582a05bc6981879f01a,unknown,pet,online_big,cat,reseller,
aadd608980d2f5f7ee3942cc912eef00,organic_search,computers,online_medium,"cat, wolf",reseller,
d88a45e680327e0b22a34020d8f78252,unknown,household_utilities,industry,cat,reseller,
a552e1db6a1c7dbac243c72a8d3140bb,organic_search,home_decor,online_medium,,manufacturer,
e2e57ded5b59a2058dd5855564c6b5ea,unknown,construction_tools_house_garden,industry,cat,manufacturer,
098d6dd896e6740f88282b48495d47ef,paid_search,construction_tools_house_garden,offline,shark,reseller,
d0b16c2b9e945575082a7e81f6f933b0,paid_search,car_accessories,online_big,cat,reseller,
512182619d12ae0863827b7e5ab97f19,organic_search,car_accessories,industry,,reseller,
0951c34dc17cf35be31bb59fa96435df,organic_search,construction_tools_house_garden,online_big,cat,reseller,
8292c2c5afbab7549123a2640e22044a,direct_traffic,sports_leisure,online_medium,shark,reseller,
7270ec1d67725ee992193adf9e9f2637,unknown,home_decor,online_big,shark,manufacturer,
a93dc621a446eb77129989e557dd50d0,unknown,,industry,,reseller,
e911087c91c63c9d3e7ee83e372d10f7,social,audio_video_electronics,online_big,wolf,reseller,
6a10f542e6f79265c34a405dbc928e37,organic_search,construction_tools_house_garden,industry,cat,manufacturer,
4de20dd98d2ca78fd643bdc4f0a6359b,unknown,bed_bath_table,offline,eagle,reseller,
4a907eba6a8d0223e39ee7d45672e26b,organic_search,home_decor,offline,cat,reseller,
1e8e96e5a2857a7645534e99f20928b7,direct_traffic,construction_tools_house_garden,online_big,,reseller,
8cfebc3e119ed2fe0dd172eb59b0a595,paid_search,home_decor,industry,cat,manufacturer,
bf3e0df27b04abb4c107ab4df9955b29,paid_search,small_appliances,industry,"eagle, wolf",manufacturer,
853beae72ddb4f7a9b8c7c50dc0127e2,unknown,bed_bath_table,online_medium,cat,reseller,
3c803c1d8fef5385ca87aa1f8952338e,unknown,household_utilities,offline,cat,reseller,
3b9c2023b5da0ffe9aa0a39285c836c6,other_publicities,home_decor,online_medium,,manufacturer,
fe1fa775d818957a76304c35e1939355,organic_search,car_accessories,online_medium,cat,reseller,
5641240ccf2611004c76234f4afb8f90,unknown,audio_video_electronics,industry,,reseller,
3cab34e6c6a51d1f2ca8e76908c62368,direct_traffic,handcrafted,online_medium,cat,reseller,
bfaf03e3d41e25b94457fadfbc4521eb,organic_search,music_instruments,online_small,,reseller,
e2e3fb19cb1f4edf8c601bab9adbad86,social,household_utilities,online_beginner,eagle,reseller,
9675f0018d103531e073a3da2945df41,unknown,home_office_furniture,industry,eagle,manufacturer,
3172362312fcf09d96f02125f66b74f5,paid_search,audio_video_electronics,online_beginner,cat,reseller,
0de705dc7d8026cc9b2128b775e4c35e,paid_search,construction_tools_house_garden,online_big,wolf,reseller,
1accc1c92278a9bc2bbc6a8002026b25,social,home_decor,online_small,cat,reseller,
0e327f32dbb22d433600688b7e9af0db,paid_search,health_beauty,online_medium,shark,reseller,
3db893ff5d6c0e9dccfed451a741853f,organic_search,car_accessories,online_big,"cat, wolf",reseller,
8f118ab2a5c0d99362fb67e29856acab,organic_search,construction_tools_house_garden,online_big,,manufacturer,
626dc1c3716c817b064632fded168e35,organic_search,health_beauty,offline,eagle,manufacturer,
4433c8475916d6e6ebb8cf4994d2f1d1,email,audio_video_electronics,offline,cat,reseller,
667f061b738858573caad66f5cc56b32,organic_search,audio_video_electronics,online_medium,cat,reseller,
843966e79e757cf797b7dfe514e30af1,organic_search,food_supplement,offline,eagle,reseller,
cf8f0678e67cb002c2b68f9f68629885,paid_search,construction_tools_house_garden,industry,shark,reseller,
299d8968ef74c5086cb3ee21f13ed27a,unknown,car_accessories,online_big,cat,reseller,
e9dcae4d924ac8fff2334db6e5b99482,organic_search,car_accessories,offline,cat,reseller,
081c243a74472af67b65145cff5221c7,paid_search,fashion_accessories,online_medium,eagle,reseller,
39ecc5282d4511dca4c757113e1312d1,organic_search,household_utilities,online_big,,reseller,
02c1f06978b821b2996ec257932f2947,organic_search,car_accessories,offline,cat,reseller,
072446c6aa02c85a9a91d6a75116def5,organic_search,household_utilities,online_top,cat,reseller,
0d8b45d95dc4bd9712dc67f87db79a8e,paid_search,health_beauty,online_medium,cat,reseller,
f88920d4589dae7abec2eb05fca153e3,paid_search,household_utilities,online_small,eagle,manufacturer,
10b83e434ddcd9c79ad2b9be2fd0aa84,social,home_decor,online_medium,,manufacturer,
dcebacc996ed40656c7097704c600386,referral,food_drink,industry,cat,manufacturer,
e4dcab5f7c33b62eb67f0a87c1b7f162,social,construction_tools_house_garden,industry,wolf,manufacturer,
9f73f765160d33280216b73b6378c068,paid_search,watches,online_top,,reseller,
fe75268bb28b40ef89979d0ec2c54497,direct_traffic,health_beauty,online_big,,manufacturer,
bd0c413c4350a9a29fb9bec5de64e2a6,unknown,construction_tools_house_garden,industry,cat,reseller,
409b474080e928bbb5664659407b5947,paid_search,health_beauty,online_small,cat,reseller,
2b73fd917ee9cc38ec528df06d5b8561,paid_search,food_supplement,online_small,eagle,manufacturer,
06f38e7909709a72b521a4a9d1c05841,unknown,home_office_furniture,online_medium,,manufacturer,
8928ccba6d94d5f1481c1065330c6066,organic_search,food_drink,industry,cat,manufacturer,
58b26e6eaeb6ed078b51e6cde7925d71,unknown,fashion_accessories,online_small,,reseller,
15992174039ff729f588d6c82cf022c1,paid_search,car_accessories,offline,cat,reseller,
239ce949b3bcb25a0c47779fe37c80e0,unknown,toys,online_medium,cat,reseller,
b8bb2a1d59f4ecae0646fc039b75391e,other,home_decor,online_medium,,reseller,
6d78dcbeb39103c047f486abd2519ee4,paid_search,health_beauty,online_small,wolf,reseller,
4fbe9e8a0ace3a44f0a9e1d7fe41da02,organic_search,perfume,online_medium,eagle,reseller,
6c6094f256f51e83fe02bce6091163e7,organic_search,sports_leisure,online_medium,,reseller,
0b32d6a87c09c32b3cd90dfd5ef5699f,paid_search,fashion_accessories,online_medium,cat,,
f63f7107398c54c17b5d14eadfa76842,direct_traffic,household_utilities,offline,cat,reseller,
10fa97233fb64af4b6ce8316d0bc2eca,social,audio_video_electronics,online_medium,wolf,reseller,
cdd41e8e7e609526df11a959b953cc0d,organic_search,household_utilities,offline,cat,reseller,
3c13b54db21952663b5775d142be0ed2,social,fashion_accessories,industry,,reseller,
a0604c9d9ef23fbf7cb7be5091201041,unknown,audio_video_electronics,online_small,cat,reseller,
88e3fa7a7462c4ce017655ee2ea2ad46,paid_search,audio_video_electronics,industry,eagle,reseller,
867b587b7c0da5f1af73b47803e60859,paid_search,computers,offline,cat,reseller,
5bee2861956d76fe35e91c33bc4a81b3,paid_search,bags_backpacks,online_small,eagle,manufacturer,
1e2001dab6238763e58c775cba225a16,unknown,construction_tools_house_garden,online_medium,cat,reseller,
37d92d59a2b02e0256aa1d2bddcfa50d,social,household_utilities,online_medium,,manufacturer,
503831c6265361a08aa4113b4d867178,paid_search,home_decor,online_medium,,reseller,
bc55d3363ee659d6ab6c908b932c7705,paid_search,home_decor,online_medium,cat,reseller,
1b34d47c57a081fbfeec93a1065e69bd,paid_search,home_decor,online_medium,,manufacturer,
fef0383cea937628ff95eb48ba1ffd17,organic_search,construction_tools_house_garden,offline,shark,reseller,
f89b10e626692ac7a87c19d69f261db2,paid_search,construction_tools_house_garden,online_medium,cat,manufacturer,
1d0949fd6674f963b44662838ef3ae09,organic_search,toys,industry,,manufacturer,
a463cac2327534f6f02563ffbdf92918,unknown,audio_video_electronics,online_medium,,reseller,
4b4234f02431d2179f5d18fd1db0ef8e,organic_search,pet,online_big,eagle,reseller,
05ede5cedad6c61ef99376296b0699ef,organic_search,car_accessories,industry,eagle,reseller,
8aa7c17161d6a6270218e8a7b0806263,direct_traffic,car_accessories,offline,,reseller,
90d2301e323b1809708324229782def2,direct_traffic,health_beauty,online_small,,manufacturer,
e5d0a99e3684733914f594116839e0c2,unknown,health_beauty,online_medium,,reseller,
790d8fa56e05ff05080e6e66fae0272a,organic_search,music_instruments,online_small,wolf,reseller,
0c117e6a0b3f700bd997a11500a5c2e2,organic_search,health_beauty,industry,wolf,reseller,
3461d99a30c72933c66cac4f1c02bd14,unknown,computers,online_medium,wolf,reseller,
0338bf13624f52beaca91ec4a23c860c,display,handcrafted,online_medium,eagle,,
245e57794c369c8617378e285ee9755c,unknown,music_instruments,online_big,eagle,reseller,
b9ed46d1ff01c4fb8e3f2453091804d0,organic_search,construction_tools_house_garden,online_big,cat,reseller,
38427015e9934ea855bd9adcdf32055f,paid_search,stationery,industry,,reseller,
c3daacb733cbbe636db5b70ace98d520,paid_search,computers,online_top,cat,reseller,
593f4a8705fd0d72d47efb651bdfb135,display,home_office_furniture,online_medium,eagle,reseller,
be8eca3856293b0591f6240af2b62091,paid_search,home_decor,online_medium,cat,manufacturer,
42e63e1b4d6aa921fd566bdef26e5ef4,social,stationery,online_medium,cat,manufacturer,
d57b5430f8c6a9fa9d91cb60bd237336,organic_search,audio_video_electronics,online_medium,cat,reseller,
3505514e9f9ba3724fc51cb3278e0e67,unknown,small_appliances,online_big,"cat, wolf",reseller,
fdd68c10c38eb2811cbf1e13bc95b5a1,organic_search,home_office_furniture,offline,cat,manufacturer,
f7066703eb3987f21f0d102ea8caaeb5,organic_search,food_supplement,online_top,,reseller,
8423896e04d8cc356ddbb29d4cc9288d,direct_traffic,household_utilities,industry,cat,manufacturer,
54007efbb2ae51f02c995466f0738caa,organic_search,perfume,online_medium,cat,reseller,
1991b2c8479598ad84ed59f5446bb589,unknown,health_beauty,online_beginner,cat,reseller,
180d9ac0990bb42907fe9cc7aa3eb5a1,unknown,household_utilities,online_medium,cat,reseller,
0c28423a88b5dbffd0d1ee2aec41efd0,organic_search,phone_mobile,online_medium,eagle,reseller,
af1ea7c59c7e37f0b95b48bc972ceb67,unknown,home_office_furniture,offline,cat,reseller,
cb92c899ab0e2c0fcf4d4e11e9930f6a,paid_search,bed_bath_table,online_big,cat,reseller,
6bdffb19c15963b8e630b6a1861b477f,unknown,home_decor,online_small,cat,manufacturer,
834e43588167648b6f83961cf22f940e,unknown,car_accessories,online_medium,cat,reseller,
688026f6edb29cc7c96b287b186b03c9,paid_search,food_supplement,online_small,cat,reseller,
439c56de17208ac25a2abee9beca46f7,paid_search,construction_tools_house_garden,online_small,cat,reseller,
ed1f42da2c5662307df13fe5648b05bf,referral,sports_leisure,online_small,cat,reseller,
9577014358ebabb5010e7513a7439a82,direct_traffic,pet,online_big,cat,manufacturer,
c6c02ef92aa0dcb6c333a27cfb22d47c,direct_traffic,car_accessories,online_medium,wolf,reseller,
22c0b2a19a05fff19e92fab5a0b7728b,paid_search,household_utilities,online_medium,eagle,reseller,
41fb0fd43593de7d24448de9f5aea38e,paid_search,audio_video_electronics,offline,cat,reseller,
7b27ab2fbcbe3b67935da0694742ed0e,organic_search,small_appliances,online_big,,reseller,
bea6f48261d29b0dba555367e277f670,organic_search,health_beauty,online_medium,wolf,reseller,
84ca5950143557353793f24e65e1af22,unknown,sports_leisure,online_medium,eagle,reseller,
68482ad368c7b9779cf50a7164815379,unknown,bags_backpacks,online_medium,cat,reseller,
70699f79c6aeddeb2d322d7074c2f366,paid_search,car_accessories,offline,shark,manufacturer,
29ed0987440c24898ae109b05a1d3f8e,unknown,household_utilities,online_medium,cat,reseller,
85fb7822c0e202d4b3bb8c1ad5e0280c,organic_search,pet,online_big,cat,reseller,
99bc9f7d864b6291861728d671d61890,social,household_utilities,online_medium,cat,manufacturer,
0c1a046883bb8a4141228501feece7c1,organic_search,audio_video_electronics,online_medium,cat,reseller,
ab65e1a4d850fa15d38469a1ad02ce90,organic_search,home_decor,online_medium,,manufacturer,
2f45fb6d3d46af0423ad2813249ac4a2,organic_search,construction_tools_house_garden,industry,cat,manufacturer,
c733f4f772bfa7b8702ccb81887f8333,paid_search,home_appliances,online_top,cat,reseller,
a06df17094fd9599cad32555b897a0d3,direct_traffic,small_appliances,online_medium,cat,reseller,
a7949e3bfe0d90df9ba1700365ac42c9,organic_search,home_decor,online_medium,cat,manufacturer,
